ticker,open,high,low,close,volume,amount,marketCap,shares,foreignersRate,exhaustionRate,BPS,PER,PBR,EPS,DIV,DPS,name,market,KRXIndustry,products,IPO,industryCode,industryName,sectorCode,sectorName
095660,24750.0,25000.0,24500.0,24900.0,49866.0,1234187550.0,544234718400.0,21856816.0,19.171875,19.171875,24475.0,211.02,1.02,118.0,0.0,0.0,네오위즈,KOSDAQ,소프트웨어 개발 및 공급업,"피망,스페셜포스",20070702,WI601,소프트웨어,G50,커뮤니케이션서비스
042420,24550.0,24550.0,23750.0,23800.0,7293.0,174840050.0,199117535400.0,8366283.0,3.9394531,3.9394531,50326.0,0.0,0.47,0.0,1.32,313.0,네오위즈홀딩스,KOSDAQ,소프트웨어 개발 및 공급업,지주사업,20000627,WI601,소프트웨어,G50,커뮤니케이션서비스
950220,610.0,610.0,577.0,579.0,2353004.0,1377550853.0,95182768245.0,164391655.0,2.7304688,2.7304688,,,,,,,네오이뮨텍,KOSDAQ,자연과학 및 공학 연구개발업,면역항암제,20210316,WI410,건강관리,G35,건강관리
311390,7410.0,7440.0,7200.0,7310.0,58459.0,425844550.0,92499197590.0,12653789.0,4.1015625,4.1015625,5634.0,132.91,1.3,55.0,0.0,0.0,네오크레마,KOSDAQ,기타 식품 제조업,기능성 식품 원료,20190822,WI400,필수소비재,G30,필수소비재
085910,4500.0,4575.0,4230.0,4370.0,652215.0,2888484181.0,60895154660.0,13934818.0,9.109375,9.109375,3949.0,11.59,1.11,377.0,4.58,200.0,네오티스,KOSDAQ,자동차 신품 부품 제조업,"마이크로비트,샤프트",20071001,WI300,자동차,G25,경기관련소비재
092730,17600.0,17600.0,16920.0,17090.0,67039.0,1145209450.0,273918332010.0,16027989.0,13.921875,13.921875,11309.0,11.59,1.51,1475.0,3.51,600.0,네오팜,KOSDAQ,기타 화학제품 제조업,생체기능성(아토피)보습제,20070130,WI310,"화장품,의류",G25,경기관련소비재
290660,832.0,866.0,816.0,828.0,90761.0,75277241.0,41796290736.0,50478612.0,2.1503906,2.1503906,844.0,0.0,0.98,0.0,0.0,0.0,네오펙트,KOSDAQ,의료용 기기 제조업,라파엘스마트글러브 외,20181128,WI410,건강관리,G35,건강관리
306620,2035.0,2035.0,1986.0,2015.0,230725.0,461413764.0,90703733900.0,45014260.0,1.8496094,1.8496094,1050.0,0.0,1.92,0.0,0.0,0.0,네온테크,KOSDAQ,특수 목적용 기계 제조업,기업인수합병,20181031,WI620,반도체,G45,IT
153460,7710.0,7750.0,7610.0,7620.0,841.0,6431370.0,49758706680.0,6530014.0,0.0,0.0,5098.0,37.91,1.49,201.0,0.0,0.0,네이블,KOSDAQ,소프트웨어 개발 및 공급업,"유무선융합 인프라, 클라이언트 및 All-IP 통신보안",20120719,WI602,IT서비스,G45,IT
007390,26350.0,26550.0,25400.0,25600.0,632749.0,16390499725.0,1649537433600.0,64435056.0,8.6796875,8.6796875,1004.0,1347.37,25.5,19.0,0.0,0.0,네이처셀,KOSDAQ,기초 의약물질 제조업,닥터쥬크르,19921130,WI410,건강관리,G35,건강관리
033640,18240.0,18240.0,17560.0,17840.0,114799.0,2044400125.0,411376163680.0,23059202.0,8.40625,8.40625,4777.0,0.0,3.73,0.0,0.0,0.0,네패스,KOSDAQ,반도체 제조업,반도체및TFT-LCD용현상액,19991214,WI620,반도체,G45,IT
330860,21250.0,21300.0,20350.0,20700.0,94080.0,1940288375.0,252209731500.0,12184045.0,4.0390625,4.0390625,13574.0,0.0,1.52,0.0,0.0,0.0,네패스아크,KOSDAQ,"그외 기타 전문, 과학 및 기술 서비스업",반도체 테스트 서비스,20201117,WI620,반도체,G45,IT
351320,1678.0,1749.0,1631.0,1650.0,74853.0,124384927.0,47559190800.0,28823752.0,2.1796875,2.1796875,807.0,0.0,2.04,0.0,0.0,0.0,넥사다이내믹스,KOSDAQ,특수 목적용 기계 제조업,기업인수목적회사,20200622,WI640,디스플레이,G45,IT
005720,5440.0,5450.0,5320.0,5340.0,30310.0,162023415.0,285924837180.0,53543977.0,2.3203125,2.3203125,24397.0,3.26,0.22,1637.0,2.53,135.0,넥센,KOSPI,고무제품 제조업,"자동차용 재생타이어튜브,솔리드타이어,고무부품,골프볼,와이어로프소재,특수강선,열처리도금선,건자재 제조,판매,수출입",19871219,WI300,자동차,G25,경기관련소비재
002350,6280.0,6360.0,6250.0,6350.0,87714.0,554230865.0,620191018950.0,97667877.0,6.3515625,6.3515625,18139.0,5.16,0.35,1231.0,2.05,130.0,넥센타이어,KOSPI,고무제품 제조업,"타이어,후랩,고무제타이어(승용자동차용,래디알구조) 제조",19760519,WI300,자동차,G25,경기관련소비재
089140,2375.0,2375.0,2315.0,2330.0,106958.0,249513281.0,33636422890.0,14436233.0,1.3496094,1.3496094,11232.0,0.0,0.21,0.0,0.0,0.0,넥스턴바이오,KOSDAQ,특수 목적용 기계 제조업,CNC자동선반,20061101,WI230,기계,G20,산업재
389650,63700.0,63700.0,60500.0,61200.0,65113.0,3989862150.0,497368483200.0,8126936.0,7.21875,7.21875,5588.0,154.16,10.95,397.0,0.0,0.0,넥스트바이오메디컬,KOSDAQ,의료용 기기 제조업,"내시경용 지혈재, 혈관색전 미립구",20240820,WI410,건강관리,G35,건강관리
137940,346.0,350.0,336.0,338.0,385901.0,131460271.0,28854719296.0,85368992.0,22.875,22.875,1051.0,0.0,0.32,0.0,0.0,0.0,넥스트아이,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","LCD 편광필름 검사장비, BLU 검사장비 등",20110614,WI310,"화장품,의류",G25,경기관련소비재
396270,2845.0,2850.0,2750.0,2760.0,180968.0,501850244.0,54919197600.0,19898260.0,2.4902344,2.4902344,408.0,0.0,6.76,0.0,0.0,0.0,넥스트칩,KOSDAQ,반도체 제조업,"차량 및 자율주행차용 비메모리 반도체(ISP, AHD, ADAS/AD)",20220701,WI620,반도체,G45,IT
348210,59600.0,61600.0,58700.0,60900.0,184097.0,11171076800.0,638049604500.0,10477005.0,10.296875,10.296875,15338.0,16.25,3.97,3748.0,0.82,500.0,넥스틴,KOSDAQ,특수 목적용 기계 제조업,반도체 전공정용 패턴결함 검사장비(AEGIS 등),20201008,WI620,반도체,G45,IT
092790,12920.0,13175.0,12780.0,12840.0,323653.0,4180995615.0,333865680000.0,26002000.0,2.109375,2.109375,17880.0,9.63,0.72,1334.0,1.95,250.0,넥스틸,KOSPI,1차 철강 제조업,"OCTG Pipe, Line Pipe, Standard Pipe, 일반관",20230821,WI210,철강,G15,소재
225570,13400.0,13450.0,13240.0,13360.0,95390.0,1271631560.0,879891924640.0,65860174.0,4.2304688,4.2304688,4888.0,27.15,2.73,492.0,0.0,0.0,넥슨게임즈,KOSDAQ,소프트웨어 개발 및 공급업,온라인 및 모바일 게임,20150925,WI601,소프트웨어,G50,커뮤니케이션서비스
205500,2485.0,2515.0,2445.0,2475.0,116717.0,288932341.0,147767877675.0,59704193.0,1.7695312,1.7695312,450.0,0.0,5.5,0.0,0.0,0.0,넥써쓰,KOSDAQ,소프트웨어 개발 및 공급업,모바일게임,20141112,WI601,소프트웨어,G50,커뮤니케이션서비스
217270,6090.0,6170.0,6060.0,6130.0,56734.0,346156130.0,286489491590.0,46735643.0,1.7802734,1.7802734,8205.0,142.56,0.75,43.0,0.0,0.0,넵튠,KOSDAQ,소프트웨어 개발 및 공급업,모바일게임,20150618,WI601,소프트웨어,G50,커뮤니케이션서비스
251270,56700.0,56700.0,54600.0,55000.0,230042.0,12708210000.0,4727442610000.0,85953502.0,27.453125,27.453125,66102.0,175.72,0.83,313.0,0.76,417.0,넷마블,KOSPI,소프트웨어 개발 및 공급업,온라인·모바일 게임 소프트웨어 개발 및 공급,20170512,WI601,소프트웨어,G50,커뮤니케이션서비스
104620,5480.0,5500.0,5310.0,5330.0,111177.0,596661325.0,89600242160.0,16810552.0,1.1396484,1.1396484,2292.0,0.0,2.33,0.0,0.0,0.0,노랑풍선,KOSDAQ,여행사 및 기타 여행보조 서비스업,"국내외여행 알선, 항공권 판매",20190130,WI320,"호텔,레저",G25,경기관련소비재
090350,8730.0,8750.0,8630.0,8720.0,54286.0,471283095.0,174400000000.0,20000000.0,7.46875,7.46875,19881.0,5.08,0.44,1718.0,4.01,350.0,노루페인트,KOSPI,기타 화학제품 제조업,페인트 제조,20060703,WI220,건설,G20,산업재
000320,24000.0,24150.0,23450.0,23700.0,11822.0,279154950.0,315000278700.0,13291151.0,3.1699219,3.1699219,44812.0,4.9,0.53,4836.0,2.32,550.0,노루홀딩스,KOSPI,기타 금융업,지주사업,19730810,WI220,건설,G20,산업재
473980,30950.0,31050.0,29250.0,29400.0,217564.0,6490904975.0,322850866800.0,10981322.0,4.2304688,4.2304688,7982.0,28.77,3.68,1022.0,0.0,0.0,노머스,KOSDAQ,창작 및 예술관련 서비스업,"공연기획 및 MD, Fromm 플랫폼",20241112,WI331,미디어,G50,커뮤니케이션서비스
194700,17700.0,17930.0,16990.0,17320.0,122272.0,2100075195.0,324833967360.0,18754848.0,8.53125,8.53125,12386.0,13.32,1.4,1300.0,1.15,200.0,노바렉스,KOSDAQ,기타 식품 제조업,건강기능식품 제조,20181114,WI410,건강관리,G35,건강관리
285490,20500.0,20750.0,19990.0,20200.0,80387.0,1633859295.0,213631786200.0,10575831.0,1.7998047,1.7998047,16840.0,11.66,1.2,1733.0,6.98,1409.0,노바텍,KOSDAQ,그외 기타 제품 제조업,"Magnet, Shield Magnet, 심재",20181102,WI610,IT하드웨어,G45,IT
145170,4745.0,4745.0,4610.0,4620.0,62585.0,290314081.0,78116831100.0,16908405.0,0.85009766,0.85009766,9397.0,0.0,0.49,0.0,0.0,0.0,노브랜드,KOSDAQ,편조의복 제조업,"Knit, Woven 의류",20240523,WI310,"화장품,의류",G25,경기관련소비재
106520,0.0,0.0,0.0,411.0,0.0,0.0,15904036272.0,38695952.0,3.9296875,3.9296875,479.0,0.0,0.86,0.0,0.0,0.0,노블엠앤비,KOSDAQ,사진장비 및 광학기기 제조업,차량용 카메라렌즈 및 프로젝션광학모듈렌즈,20120713,__industryCode__,__industryName__,__sectorCode__,__sectorName__
376930,2590.0,2655.0,2380.0,2430.0,1862423.0,4669272183.0,89781355800.0,36947060.0,11.078125,11.078125,546.0,0.0,4.45,0.0,0.0,0.0,노을,KOSDAQ,의료용 기기 제조업,융복합 체외진단 플랫폼,20220303,WI410,건강관리,G35,건강관리
006280,133800.0,133900.0,130000.0,131100.0,52948.0,6923083950.0,1532105131800.0,11686538.0,21.71875,21.71875,109754.0,0.0,1.19,0.0,1.14,1500.0,녹십자,KOSPI,의약품 제조업,"알부민외 제조,판매",19890801,WI410,건강관리,G35,건강관리
142280,4150.0,4150.0,4015.0,4130.0,52535.0,214668409.0,89794154380.0,21741926.0,2.1894531,2.1894531,1899.0,24.58,2.17,168.0,0.0,0.0,녹십자엠에스,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,"혈액백, 진단시약, 혈액투석액",20141217,WI410,건강관리,G35,건강관리
234690,9350.0,9400.0,9010.0,9090.0,95149.0,866787165.0,161368188840.0,17752276.0,2.5800781,2.5800781,5914.0,22.84,1.54,398.0,1.32,120.0,녹십자웰빙,KOSDAQ,의약품 제조업,"전문의약품, 건강기능식품",20191014,WI410,건강관리,G35,건강관리
005250,16370.0,16370.0,16040.0,16290.0,71984.0,1164828745.0,766089540900.0,47028210.0,10.6328125,10.6328125,21895.0,30.79,0.74,529.0,3.07,500.0,녹십자홀딩스,KOSPI,회사 본부 및 경영 컨설팅 서비스업,"알부민,유로키나제,간염백신,유행성출혈열백신 제조",19780828,WI410,건강관리,G35,건강관리
004370,441000.0,441500.0,431500.0,434500.0,29561.0,12836372250.0,2642907949000.0,6082642.0,16.515625,16.515625,462077.0,15.97,0.94,27202.0,1.15,5000.0,농심,KOSPI,기타 식품 제조업,"라면,스낵,유지 제조,도매,수출입",19760630,WI400,필수소비재,G30,필수소비재
072710,96600.0,97200.0,94700.0,95300.0,27018.0,2580198200.0,441981387000.0,4637790.0,2.859375,2.859375,262523.0,5.91,0.36,16118.0,2.62,2500.0,농심홀딩스,KOSPI,기타 금융업,"지주회사,투자자문,경영컨설팅 서비스",20030730,WI400,필수소비재,G30,필수소비재
054050,8500.0,8500.0,8310.0,8350.0,65884.0,550735460.0,133855184350.0,16030561.0,2.9707031,2.9707031,16893.0,12.35,0.49,676.0,2.63,220.0,농우바이오,KOSDAQ,작물 재배업,"고추, 수박, 참외(메론), 오이, 호박, 무, 배추 등",20020402,WI410,건강관리,G35,건강관리
069140,2860.0,2930.0,2710.0,2740.0,104399.0,294068525.0,35901515820.0,13102743.0,4.7382812,4.7382812,2950.0,20.45,0.93,134.0,0.0,0.0,누리플랜,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업","경관조명, 경관시설",20101026,WI220,건설,G20,산업재
040160,3725.0,3725.0,3555.0,3660.0,21755.0,78967097.0,44123258100.0,12055535.0,29.296875,29.296875,6857.0,0.0,0.53,0.0,0.0,0.0,누리플렉스,KOSDAQ,소프트웨어 개발 및 공급업,"지능형검침인프라(AMI),에너지관리시스템, 플랫폼 SW",20000829,WI602,IT서비스,G45,IT
332290,1310.0,1363.0,1304.0,1344.0,482574.0,647795907.0,52182107712.0,38825973.0,4.75,4.75,796.0,14.61,1.69,92.0,0.0,0.0,누보,KOSDAQ,"비료, 농약 및 살균, 살충제 제조업",기업 인수 및 합병,20191011,WI110,화학,G15,소재
348340,27850.0,28000.0,27300.0,27550.0,93044.0,2569420850.0,312667346850.0,11349087.0,0.48999023,0.48999023,1025.0,0.0,26.88,0.0,0.0,0.0,뉴로메카,KOSDAQ,특수 목적용 기계 제조업,"협동로봇, 협동로봇 자동화 플랫폼, 로봇제어기 등",20221104,WI230,기계,G20,산업재
380550,20300.0,21150.0,19780.0,20100.0,1304818.0,26784330135.0,232237148700.0,11554087.0,0.97021484,0.97021484,0.0,0.0,0.0,0.0,0.0,0.0,뉴로핏,KOSDAQ,소프트웨어 개발 및 공급업,"Neurophet AQUA, Neurophet Scale PET, Neurophet AQUA AD",20250725,WI410,건강관리,G35,건강관리
060260,1383.0,1384.0,1330.0,1345.0,93641.0,126758472.0,18173652105.0,13512009.0,4.9609375,4.9609375,1570.0,10.04,0.86,134.0,0.0,0.0,뉴보텍,KOSDAQ,플라스틱제품 제조업,"고강성 PVC DC, HDPE 등",20020205,WI220,건설,G20,산업재
463020,23100.0,23550.0,22600.0,22700.0,164707.0,3793488400.0,201557840000.0,8879200.0,0.38989258,0.38989258,3220.0,0.0,7.05,0.0,0.0,0.0,뉴엔AI,KOSDAQ,소프트웨어 개발 및 공급업,AI 빅데이터 분석 플랫폼,20250704,WI602,IT서비스,G45,IT
123840,1060.0,1060.0,1017.0,1020.0,87529.0,89986517.0,37897393140.0,37154307.0,0.5,0.5,2846.0,0.0,0.36,0.0,0.0,0.0,뉴온,KOSDAQ,기타 식품 제조업,진공장비,20101005,__industryCode__,__industryName__,__sectorCode__,__sectorName__
012340,464.0,465.0,457.0,459.0,110903.0,51046095.0,23687366058.0,51606462.0,0.9301758,0.9301758,505.0,0.0,0.91,0.0,0.0,0.0,뉴인텍,KOSDAQ,자동차 신품 부품 제조업,친환경 차량용 커패시터,19970212,WI630,IT가전,G45,IT
462310,6810.0,6860.0,6640.0,6670.0,104151.0,699822750.0,52706340000.0,7902000.0,1.3095703,1.3095703,0.0,0.0,0.0,0.0,0.0,0.0,뉴키즈온,KOSDAQ,봉제의복 제조업,유아동용 의복,20250709,WI310,"화장품,의류",G25,경기관련소비재
270870,5050.0,5060.0,4990.0,5010.0,9635.0,48238925.0,46093122240.0,9200224.0,1.2099609,1.2099609,11819.0,9.38,0.42,534.0,0.0,0.0,뉴트리,KOSDAQ,기타 식품 제조업,"에버콜라겐, 지노마스터 등",20181213,WI410,건강관리,G35,건강관리
144960,6470.0,6470.0,6280.0,6350.0,325248.0,2064577950.0,277448162400.0,43692624.0,6.2695312,6.2695312,6705.0,13.45,0.95,472.0,0.79,50.0,뉴파워프라즈마,KOSDAQ,특수 목적용 기계 제조업,플라즈마 세정기(Remote Plasma Cleaning Generator),20161130,WI620,반도체,G45,IT
085670,5750.0,5760.0,5550.0,5720.0,533480.0,3012764450.0,139858352920.0,24450761.0,5.2695312,5.2695312,4153.0,8.69,1.38,658.0,0.0,0.0,뉴프렉스,KOSDAQ,전자부품 제조업,연성인쇄회로기판,20060117,WI610,IT하드웨어,G45,IT
064260,9010.0,9190.0,8810.0,8860.0,3847699.0,34662049145.0,610888494400.0,68949040.0,5.6210938,5.6210938,4455.0,81.28,1.99,109.0,0.0,0.0,다날,KOSDAQ,소프트웨어 개발 및 공급업,모바일콘텐츠 및 유무선전화결제,20040723,WI602,IT서비스,G45,IT
340360,1454.0,1475.0,1410.0,1461.0,442794.0,637420449.0,64213739049.0,43951909.0,0.54003906,0.54003906,257.0,0.0,5.68,0.0,0.0,0.0,다보링크,KOSDAQ,통신 및 방송 장비 제조업,"AP, APController 외",20191219,WI610,IT하드웨어,G45,IT
039560,3245.0,3480.0,3245.0,3425.0,1519903.0,5149326077.0,135677884925.0,39613981.0,3.609375,3.609375,6862.0,0.0,0.5,0.0,0.0,0.0,다산네트웍스,KOSDAQ,통신 및 방송 장비 제조업,네트워크 통신장비,20000622,WI610,IT하드웨어,G45,IT
154040,1039.0,1049.0,1034.0,1034.0,36927.0,38343879.0,18560397196.0,17950094.0,1.7197266,1.7197266,2176.0,0.0,0.48,0.0,0.0,0.0,다산솔루에타,KOSDAQ,전자부품 제조업,전자파 차폐소재,20131227,WI630,IT가전,G45,IT
058730,2790.0,2810.0,2770.0,2795.0,33051.0,91881240.0,52537450095.0,18796941.0,2.0507812,2.0507812,7969.0,0.0,0.35,0.0,0.0,0.0,다스코,KOSPI,"구조용 금속제품, 탱크 및 증기발생기 제조업","데크플레이트,도로안전시설물(가드레일,강재방호책),건축용단열재보드(경질우레탄보드),신재생에너지사업",20040802,WI220,건설,G20,산업재
030210,3715.0,3725.0,3635.0,3690.0,109672.0,402102240.0,224761981140.0,60911106.0,5.8203125,5.8203125,8710.0,0.0,0.42,0.0,4.07,150.0,다올투자증권,KOSPI,금융 지원 서비스업,"금융업, 서비스, 부동산",19961119,WI510,증권,G40,금융
023590,38400.0,39350.0,37600.0,39350.0,110042.0,4269428475.0,1765501378950.0,44866617.0,25.6875,25.6875,66912.0,4.77,0.59,8246.0,3.56,1400.0,다우기술,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","인터넷솔루션 개발,도매,IT컨설팅,시스템 설계,자문,인터넷관련서비스/부동산분양,개발,임대",19970827,WI510,증권,G40,금융
032190,18070.0,18300.0,17660.0,18300.0,124020.0,2239337250.0,700890000000.0,38300000.0,12.9609375,12.9609375,35393.0,4.27,0.52,4290.0,2.46,450.0,다우데이타,KOSDAQ,기계장비 및 관련 물품 도매업,"Autodesk 제품군 및 보안, 백신 소프트웨어 등",19991221,WI510,증권,G40,금융
323350,6000.0,6060.0,5900.0,6040.0,31357.0,188111850.0,48385062880.0,8010772.0,1.8798828,1.8798828,1913.0,0.0,3.16,0.0,0.0,0.0,다원넥스뷰,KOSDAQ,사진장비 및 광학기기 제조업,LSMB(Laser Micro Bonding System),20240611,WI620,반도체,G45,IT
068240,3975.0,3985.0,3850.0,3950.0,426738.0,1670970252.0,150745576150.0,38163437.0,7.3515625,7.3515625,6749.0,12.91,0.59,306.0,0.0,0.0,다원시스,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","핵융합 전원장치, 플라즈마 전원장치, 태양광 CVD 전원장치, 산업용 특수정류기",20100914,WI230,기계,G20,산업재
145210,946.0,979.0,888.0,907.0,199848.0,183169909.0,32935193517.0,36312231.0,0.0,0.0,1374.0,0.0,0.66,0.0,0.0,0.0,다이나믹디자인,KOSPI,특수 목적용 기계 제조업,"타이어 금형, 타이어 제조설비",20150319,__industryCode__,__industryName__,__sectorCode__,__sectorName__
483650,153100.0,153200.0,147300.0,148900.0,112067.0,16646386750.0,1838008943500.0,12343915.0,8.78125,8.78125,8902.0,103.04,16.73,1445.0,0.2,305.0,달바글로벌,KOSPI,기타 화학제품 제조업,"기초 화장품, 건강기능식품 등",20250522,WI310,"화장품,의류",G25,경기관련소비재
464580,2690.0,3110.0,2640.0,2795.0,10587614.0,30566539829.0,51314763370.0,18359486.0,0.8701172,0.8701172,1819.0,43.0,1.54,65.0,0.0,0.0,닷밀,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업","실감미디어 콘텐츠 및 시설 구축, 전시 및 테마파크 운영",20241113,WI331,미디어,G50,커뮤니케이션서비스
019680,2025.0,2025.0,1999.0,2000.0,63780.0,127792728.0,169405700000.0,84702850.0,1.7802734,1.7802734,3826.0,40.0,0.52,50.0,0.0,0.0,대교,KOSPI,초등 교육기관,"학습지,참고서 출판/건설업/종합유선방송 프로그램공급,디지털학원",20040203,WI332,교육,G25,경기관련소비재
006370,6450.0,6470.0,6250.0,6300.0,42379.0,267563160.0,68176149300.0,10821611.0,4.078125,4.078125,19938.0,0.0,0.32,0.0,0.0,0.0,대구백화점,KOSPI,종합 소매업,"백화점운영,임대사업(백화점 코너)",19881010,WI340,소매(유통),G25,경기관련소비재
008060,9080.0,9260.0,9010.0,9100.0,120634.0,1099066490.0,308400365000.0,33890150.0,6.8398438,6.8398438,17629.0,14.13,0.52,644.0,5.49,500.0,대덕,KOSPI,기타 금융업,"산업용 인쇄회로기판,다층 인쇄회로기판,빌드업기판,반도체패키지기판,메모리모듈기판 제조",19890126,WI610,IT하드웨어,G45,IT
353200,36400.0,38400.0,36050.0,37950.0,2289773.0,85869223975.0,1875372303750.0,49416925.0,10.109375,10.109375,16996.0,82.32,2.23,461.0,1.05,400.0,대덕전자,KOSPI,전자부품 제조업,"PCB(Printed Circuit Board, 인쇄회로기판)의 제조 및 판매",20200521,WI610,IT하드웨어,G45,IT
000490,9990.0,10020.0,9900.0,9950.0,102923.0,1024240225.0,262606947100.0,26392658.0,6.1015625,6.1015625,17911.0,0.0,0.56,0.0,1.01,100.0,대동,KOSPI,특수 목적용 기계 제조업,"경운기,트랙터,이앙기,바인더,수확기(콤바인),농업용엔진 및 부품 제조,판매",19750627,WI230,기계,G20,산업재
020400,5890.0,5890.0,5820.0,5890.0,12332.0,72027365.0,18784187740.0,3189166.0,0.7402344,0.7402344,14382.0,0.0,0.41,0.0,1.02,60.0,대동금속,KOSDAQ,금속 주조업,"농기계 주문제품 및 상용차 실린더 헤드, 경승용차 실린더 브록 외",19930730,WI300,자동차,G25,경기관련소비재
008830,16310.0,16480.0,16120.0,16400.0,40673.0,660529520.0,147395328000.0,8987520.0,1.0703125,1.0703125,9519.0,126.15,1.72,130.0,0.24,40.0,대동기어,KOSDAQ,특수 목적용 기계 제조업,"기어, 베벨기어, 축, 엑셀, T/M, 유성감속기, 기타조립품",19910517,WI230,기계,G20,산업재
048470,3210.0,3230.0,3150.0,3175.0,22468.0,71583795.0,31750000000.0,10000000.0,3.75,3.75,7631.0,67.55,0.42,47.0,0.94,30.0,대동스틸,KOSDAQ,기타 전문 도매업,"열연박판, 후판, 무늬강판 외",20020110,WI210,철강,G15,소재
008110,0.0,0.0,0.0,15040.0,0.0,0.0,157776322880.0,10490447.0,39.28125,39.28125,36754.0,8.65,0.41,1738.0,0.0,0.0,대동전자,KOSPI,통신 및 방송 장비 제조업,"통신음향,전자기계기구용 플라스틱제품 제조,도매",19900605,WI610,IT하드웨어,G45,IT
004780,3650.0,3675.0,3645.0,3670.0,6992.0,25660935.0,58364740330.0,15903199.0,3.4394531,3.4394531,9484.0,5.07,0.39,724.0,3.27,120.0,대륙제관,KOSDAQ,기타 금속 가공제품 제조업,휴대용부탄가스 및 금속포장용기,19941229,WI200,비철금속,G15,소재
005750,4365.0,4410.0,4300.0,4350.0,44800.0,194677320.0,72524244000.0,16672240.0,1.8896484,1.8896484,9258.0,13.51,0.47,322.0,3.45,150.0,대림바스,KOSPI,"내화, 비내화 요업제품 제조업","위생도기,내장타일,조립식욕실제품 제조,판매/부동산 임대",19921223,WI220,건설,G20,산업재
017650,7320.0,7350.0,7240.0,7330.0,7966.0,58054130.0,65970000000.0,9000000.0,1.8896484,1.8896484,32886.0,4.62,0.22,1586.0,1.36,100.0,대림제지,KOSDAQ,기타 종이 및 판지 제품 제조업,골판지원지,19941107,WI200,비철금속,G15,소재
006570,2750.0,2755.0,2645.0,2715.0,8377.0,22499032.0,41335875000.0,15225000.0,0.85009766,0.85009766,3866.0,0.0,0.7,0.0,0.0,0.0,대림통상,KOSPI,기타 금속 가공제품 제조업,"수전금구,비데,위생도기,샤워부스,타일,양식기,무역",19751120,WI220,건설,G20,산업재
389260,22250.0,22250.0,21450.0,21850.0,45250.0,982184575.0,391471701250.0,17916325.0,0.8798828,0.8798828,7551.0,47.81,2.89,457.0,0.0,0.0,대명에너지,KOSDAQ,건물 건설업,신재생에너지 발전 공사 및 용역,20220516,WI100,에너지,G10,에너지
317850,6840.0,6870.0,6760.0,6840.0,26084.0,177625180.0,56939032800.0,8324420.0,3.390625,3.390625,5581.0,427.5,1.23,16.0,0.58,40.0,대모,KOSDAQ,특수 목적용 기계 제조업,"유압브레이커, 특수장비/부품, 퀵커플러 등",20190724,WI230,기계,G20,산업재
290670,18430.0,18430.0,17950.0,18020.0,30872.0,558418900.0,141595033200.0,7857660.0,1.6904297,1.6904297,7067.0,0.0,2.55,0.0,0.0,0.0,대보마그네틱,KOSDAQ,기타 전기장비 제조업,"전자석탈철기, 자력선별기",20181106,WI610,IT하드웨어,G45,IT
078140,12580.0,12630.0,12280.0,12350.0,28348.0,351492480.0,136919250650.0,11086579.0,3.0390625,3.0390625,12035.0,18.43,1.03,670.0,0.4,50.0,대봉엘에스,KOSDAQ,의약품 제조업,"원료의약품,화장품원료",20051223,WI410,건강관리,G35,건강관리
065150,0.0,0.0,0.0,145.0,0.0,0.0,23110448725.0,159382405.0,0.099975586,0.099975586,85.0,0.0,1.71,0.0,0.0,0.0,대산F&B,KOSDAQ,음·식료품 및 담배 도매업,"외식프랜차이즈사업,육류가공,식자재유통등",20070718,__industryCode__,__industryName__,__sectorCode__,__sectorName__
001680,21250.0,21300.0,20850.0,21050.0,92951.0,1952646975.0,729340926250.0,34648025.0,17.625,17.625,39464.0,7.97,0.53,2642.0,4.04,850.0,대상,KOSPI,기타 식품 제조업,"전분,라이신,물엿,과당,포도당,MSG및 사료,조미료,항생제,핵산,커피 제조,도매/토목공사,건축공사",19700401,WI400,필수소비재,G30,필수소비재
084690,9390.0,9430.0,9270.0,9360.0,93376.0,869936910.0,338949355680.0,36212538.0,6.3085938,6.3085938,20676.0,17.08,0.45,548.0,2.88,270.0,대상홀딩스,KOSPI,기타 금융업,지주회사,20050817,WI400,필수소비재,G30,필수소비재
036480,7340.0,7440.0,7320.0,7380.0,4865.0,35835180.0,28044000000.0,3800000.0,1.9101562,1.9101562,9250.0,0.0,0.8,0.0,1.02,75.0,대성미생물,KOSDAQ,의약품 제조업,"동물용 의약품, 미생물제재",20000404,WI410,건강관리,G35,건강관리
128820,4280.0,4280.0,4130.0,4210.0,139860.0,585944590.0,190441362380.0,45235478.0,2.1796875,2.1796875,16035.0,24.48,0.26,172.0,0.0,0.0,대성산업,KOSPI,연료 소매업,"주요소운영,기계판매 등",20100730,WI100,에너지,G10,에너지
117580,8410.0,8420.0,8320.0,8370.0,46461.0,387693145.0,230175000000.0,27500000.0,0.0,0.0,12094.0,13.18,0.69,635.0,2.99,250.0,대성에너지,KOSPI,연료용 가스 제조 및 배관공급업,천연가스,20101224,WI800,유틸리티,G55,유틸리티
